Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Mother's qualification;Father's qualification;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
2;39;1;9991;0;1;140.0;37;37;9;120.0;0;0;0;0;0;0;38;0;10.6;0;0;5;9;2;11.0;0;12.7;3.7;-1.7;3
4;39;1;8014;0;1;130.0;37;37;7;138.0;0;0;0;1;0;0;42;0;11.2;0;0;6;6;6;12.0;0;8.9;1.4;3.51;1
1;39;1;9500;1;1;140.0;37;37;6;135.5;0;0;0;1;0;0;32;0;0.0;0;0;8;0;0;0.0;0;13.9;-0.3;0.79;3
1;15;1;9773;1;1;120.0;19;19;5;120.0;1;0;0;1;0;0;22;1;13.0;0;0;6;6;6;13.66;0;12.4;0.5;1.79;1
2;39;1;9991;0;1;147.0;34;34;90;111.7;1;0;0;1;0;0;28;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;3
2;39;1;8014;0;9;133.1;37;37;10;100.0;1;0;0;1;0;0;37;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;3
2;44;1;9003;1;39;160.0;37;38;4;160.0;0;0;0;1;0;0;43;0;14.16;0;0;6;9;6;15.0;0;15.5;2.8;-4.06;1
6;39;1;8014;0;1;133.1;37;1;7;114.8;0;0;0;1;0;1;41;0;12.83;0;0;6;6;6;12.33;0;13.9;-0.3;0.79;1
4;39;1;8014;0;19;140.0;37;37;3;131.0;0;0;0;1;0;1;29;0;11.75;0;0;6;9;5;10.4;0;10.8;1.4;1.74;1
1;39;1;8014;0;1;133.1;37;37;9;97.0;0;0;0;1;0;1;35;0;10.83;0;0;6;7;6;11.5;0;10.8;1.4;1.74;1
1;17;6;9238;1;1;131.0;1;3;2;131.7;1;0;0;1;0;0;18;0;11.75;0;0;6;8;4;12.25;0;9.4;-0.8;-3.12;3
1;39;1;9500;1;19;133.1;37;37;6;120.0;0;0;0;0;0;1;39;0;11.5;0;0;7;9;2;10.5;0;16.2;0.3;-0.92;3
4;39;1;9991;0;1;120.0;37;37;9;110.0;0;0;0;1;0;0;37;0;10.0;0;0;5;7;3;11.33;0;12.7;3.7;-1.7;1
1;39;1;9500;1;1;130.0;37;37;7;133.0;1;0;0;1;0;1;26;0;13.7;0;0;7;7;6;13.7;0;7.6;2.6;0.32;1
1;7;1;9085;1;3;140.0;19;20;90;140.0;1;0;0;1;0;0;32;0;14.0;2;0;5;12;0;0.0;4;10.8;1.4;1.74;3
2;39;1;8014;0;1;133.1;37;37;8;100.0;0;0;1;1;0;0;37;0;11.37;0;2;7;10;6;12.16;0;13.9;-0.3;0.79;1
1;39;1;9085;1;1;140.0;37;19;163;129.3;1;0;1;1;0;0;28;0;0.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;1
1;1;1;9238;1;1;133.1;19;37;0;137.0;1;0;0;1;0;0;19;0;0.0;4;0;6;0;0;0.0;0;7.6;2.6;0.32;3
1;1;5;9147;1;1;125.0;37;38;7;122.2;1;0;0;1;0;0;18;0;11.0;0;0;5;9;2;12.5;0;7.6;2.6;0.32;1
1;1;1;9853;1;1;115.0;19;38;9;108.0;0;0;0;1;0;1;19;0;13.0;0;0;7;7;7;13.28;0;12.4;0.5;1.79;1
2;7;1;9670;1;3;110.0;37;37;7;110.0;0;0;0;1;0;0;32;0;13.6;0;2;8;10;8;1.511;0;13.9;-0.3;0.79;1
2;39;1;9147;1;1;140.0;37;37;9;127.7;1;0;0;1;0;0;31;0;11.0;0;0;5;9;2;11.5;0;7.6;2.6;0.32;3
1;39;1;9500;1;1;100.0;3;1;5;121.3;1;0;0;1;0;0;34;0;11.7;0;0;8;11;7;11.7;0;10.8;1.4;1.74;1
1;1;3;171;1;1;145.0;1;1;3;140.1;1;0;0;1;0;0;20;0;13.25;0;4;11;14;11;14.33;0;8.9;1.4;3.51;1
1;39;1;9500;1;19;133.1;38;38;9;114.8;0;0;0;1;0;0;28;0;10.75;0;0;7;10;1;10.0;0;13.9;-0.3;0.79;3
1;44;1;9991;0;39;150.0;37;37;6;150.0;0;0;0;1;0;0;31;0;12.0;0;2;7;8;7;13.42;0;9.4;-0.8;-3.12;1
1;1;1;9773;1;1;145.0;19;38;10;131.7;1;0;0;1;0;0;18;0;12.66;0;0;6;8;4;12.25;0;7.6;2.6;0.32;1
4;39;1;8014;0;19;133.1;37;37;7;110.0;0;0;0;0;0;0;31;0;11.4;0;0;6;9;3;11.0;0;9.4;-0.8;-3.12;3
1;1;3;9773;1;1;110.0;19;19;5;105.5;1;0;0;1;0;0;19;0;13.0;0;0;6;8;5;12.4;0;12.4;0.5;1.79;1
1;1;1;9238;1;1;128.0;37;19;4;127.3;1;0;0;1;0;1;19;0;14.0;0;0;6;8;6;12.28;0;16.2;0.3;-0.92;1
2;39;1;9238;1;19;133.1;37;37;9;130.0;1;0;0;1;0;0;31;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;1
1;7;1;9085;1;3;130.0;1;19;10;130.0;0;0;0;1;0;0;34;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;3
1;16;1;9556;1;1;137.0;37;37;7;122.7;1;0;0;1;0;1;18;0;15.28;0;0;8;8;8;16.07;0;12.4;0.5;1.79;1
1;17;2;9254;1;1;123.0;37;37;7;113.9;1;0;0;1;0;0;18;0;13.16;0;0;6;6;6;12.66;0;11.1;0.6;2.02;1
1;1;1;9147;1;1;156.0;3;19;3;151.1;0;0;1;1;1;0;19;0;13.6;0;0;5;11;5;12.83;5;16.2;0.3;-0.92;1
1;17;2;9773;1;1;133.1;3;5;2;125.8;1;0;0;0;1;1;22;0;0.0;0;0;4;8;0;0.0;0;7.6;2.6;0.32;3
2;43;1;9670;1;1;100.0;34;34;0;128.2;0;0;0;1;1;0;32;0;11.4;0;4;9;9;4;11.5;0;7.6;2.6;0.32;1
1;39;1;9147;1;1;140.0;37;3;2;135.1;0;0;0;1;1;0;61;0;0.0;0;0;5;0;0;0.0;0;15.5;2.8;-4.06;3
1;39;1;9991;0;1;130.0;37;37;9;120.2;1;0;0;1;1;0;30;0;11.0;0;0;5;5;5;11.6;0;7.6;2.6;0.32;1
2;39;1;9991;0;1;133.1;37;37;9;132.8;0;0;1;0;1;0;45;0;0.0;0;0;5;11;0;0.0;0;12.4;0.5;1.79;3
1;44;1;9003;1;39;140.0;1;19;8;140.0;0;0;0;1;1;0;20;0;13.57;0;0;6;6;6;12.66;0;12.4;0.5;1.79;1
1;18;5;9500;1;1;137.0;19;1;10;129.3;0;0;0;1;0;0;19;0;0.0;0;0;8;0;0;0.0;0;9.4;-0.8;-3.12;3
1;42;1;9119;1;1;120.0;3;1;9;108.2;1;0;0;1;1;0;26;0;11.25;0;4;11;11;4;12.0;0;7.6;2.6;0.32;3
1;17;4;9670;1;1;125.0;1;1;90;125.4;1;0;0;1;1;0;19;0;13.33;0;0;5;5;1;11.0;0;7.6;2.6;0.32;3
1;17;1;9773;1;1;130.0;19;37;9;140.2;0;0;0;1;1;1;19;0;12.0;0;0;6;7;6;11.66;0;16.2;0.3;-0.92;1
1;1;3;9773;1;1;115.0;38;1;4;116.1;1;0;0;1;1;0;19;0;12.5;0;0;6;7;5;13.0;0;12.4;0.5;1.79;1
1;1;1;9147;1;1;150.0;1;19;5;137.8;1;0;0;1;1;1;19;0;13.2;0;0;5;6;5;12.66;0;16.2;0.3;-0.92;1
1;1;3;9670;1;1;134.0;14;11;0;128.4;1;0;0;0;1;0;19;0;0.0;0;0;4;4;0;0.0;0;7.6;2.6;0.32;3
1;39;1;9670;1;1;120.0;34;34;0;106.0;1;0;0;0;1;0;28;0;11.66;0;0;5;8;2;11.5;1;7.6;2.6;0.32;3
1;43;1;9147;1;1;141.0;37;37;9;130.2;0;0;0;1;1;0;24;0;13.46;1;10;14;14;14;13.64;0;9.4;-0.8;-3.12;1
1;1;1;9130;1;1;133.0;3;1;4;126.0;0;0;0;1;1;0;18;0;13.66;0;0;5;5;5;13.2;0;7.6;2.6;0.32;1
1;1;2;9119;1;1;149.0;38;38;5;141.0;0;0;0;1;1;0;18;0;11.66;0;0;5;9;2;12.5;2;7.6;2.6;0.32;1
1;1;1;9773;1;1;121.0;1;3;7;113.0;1;0;0;1;1;1;18;0;11.66;0;0;6;12;5;10.2;0;12.4;0.5;1.79;1
1;44;1;9003;1;39;120.0;4;1;8;120.0;0;0;0;1;1;0;21;0;13.4;0;0;6;9;5;12.4;0;8.9;1.4;3.51;1
2;39;1;9991;0;1;148.0;19;37;5;130.9;0;0;0;0;1;0;28;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;3
1;39;1;9003;1;12;133.1;37;19;10;120.0;0;0;0;1;1;0;58;0;0.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;3
2;39;1;9991;0;1;135.0;34;34;0;134.1;1;0;0;0;1;0;49;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;3
1;39;1;9119;1;1;150.0;1;38;5;120.0;0;0;0;1;1;0;24;0;10.66;0;0;5;9;2;10.5;0;15.5;2.8;-4.06;1
1;43;1;9670;1;1;130.0;34;34;0;114.8;0;0;0;1;1;0;25;0;13.75;0;0;5;5;4;14.75;0;7.6;2.6;0.32;1
4;42;1;9147;1;1;133.1;37;38;3;123.0;1;0;0;1;1;0;33;0;10.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;3
2;39;2;9119;1;19;133.1;37;37;7;118.0;0;0;0;0;1;0;33;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;3
2;43;1;9853;1;1;110.0;37;37;7;100.0;0;0;0;1;1;0;40;0;16.0;0;0;4;5;4;15.5;0;13.9;-0.3;0.79;1
2;39;1;9991;0;1;170.0;37;19;3;151.1;0;0;0;1;1;0;48;0;12.28;0;0;5;8;5;11.12;0;16.2;0.3;-0.92;1
1;17;3;9119;1;1;120.0;1;19;3;116.9;1;0;1;0;1;0;18;0;12.0;0;0;5;8;3;10.33;0;8.9;1.4;3.51;1
1;39;1;9500;1;19;133.1;38;38;8;106.0;1;0;0;1;1;0;24;0;12.66;1;0;7;7;6;12.66;1;7.6;2.6;0.32;1
2;1;1;9085;1;1;139.0;19;19;144;127.1;0;0;0;1;1;1;23;0;11.8;0;0;5;7;4;13.25;1;10.8;1.4;1.74;1
1;39;1;9991;0;19;133.1;19;37;5;155.5;1;0;1;0;1;0;39;0;10.6;0;0;5;7;5;14.66;0;10.8;1.4;1.74;3
1;18;1;9003;1;1;133.1;1;38;6;101.0;0;0;0;1;1;0;21;0;11.9;0;3;9;14;8;12.25;0;15.5;2.8;-4.06;1
1;42;1;9119;1;6;120.0;35;35;6;128.2;1;0;0;1;1;0;34;0;11.25;0;1;5;8;2;10.5;0;7.6;2.6;0.32;3
2;39;1;9991;0;1;100.0;19;19;4;113.0;0;0;0;1;1;1;41;0;11.0;0;0;5;6;5;11.4;0;8.9;1.4;3.51;1
1;1;1;9773;1;1;134.0;1;38;5;122.8;0;0;0;1;1;0;18;0;12.0;0;0;6;6;6;12.5;0;12.7;3.7;-1.7;1
2;39;1;9991;0;1;130.0;38;38;3;145.6;0;0;0;1;1;0;34;0;11.75;0;0;5;10;4;10.83;0;13.9;-0.3;0.79;1
1;1;1;9147;1;1;128.0;1;1;10;116.5;0;0;0;1;1;0;19;0;10.0;0;0;5;8;1;16.0;0;7.6;2.6;0.32;3
1;1;1;9500;1;1;154.0;19;19;3;142.0;0;0;0;1;1;0;19;0;13.71;0;0;8;8;7;13.71;0;12.7;3.7;-1.7;1
1;7;1;9003;1;4;150.0;1;1;6;150.0;0;0;0;1;1;0;28;0;14.87;0;0;6;12;6;15.8;0;16.2;0.3;-0.92;1
1;17;1;9070;1;1;134.0;1;1;0;133.3;1;0;0;1;1;0;18;0;10.8;1;0;6;6;0;0.0;0;7.6;2.6;0.32;3
1;1;1;9238;1;1;127.0;2;2;4;115.8;1;0;0;1;1;0;19;0;12.0;0;0;6;12;2;10.0;0;11.1;0.6;2.02;3
1;17;2;9085;1;1;133.1;19;38;1;100.0;1;0;1;0;1;0;19;0;12.5;0;0;6;19;2;13.5;0;12.4;0.5;1.79;3
1;17;1;9500;1;1;130.0;1;3;2;128.6;1;0;0;1;0;0;18;0;14.72;0;0;8;11;8;16.32;0;16.2;0.3;-0.92;1
1;1;1;9130;1;1;135.0;3;3;2;137.1;1;0;0;1;0;0;18;0;12.0;0;0;6;8;5;14.8;0;12.4;0.5;1.79;1
1;1;1;9773;1;1;143.0;1;3;3;149.0;1;0;0;1;0;0;18;0;11.42;0;0;6;7;6;11.0;0;11.1;0.6;2.02;3
1;44;2;9238;1;39;150.0;3;19;9;147.0;1;0;0;1;0;0;19;0;14.16;0;2;6;6;6;13.5;0;12.4;0.5;1.79;1
2;7;1;9238;1;3;150.0;37;37;192;150.0;0;0;0;1;0;0;31;0;12.5;0;0;6;10;5;14.6;0;12.7;3.7;-1.7;1
1;39;1;8014;0;1;130.0;37;37;8;103.5;0;0;0;1;0;1;33;0;14.16;0;0;6;6;6;14.33;0;12.7;3.7;-1.7;1
1;1;3;9500;1;1;113.0;3;1;135;107.8;1;0;0;1;0;1;20;0;14.46;0;0;7;8;6;13.55;0;12.4;0.5;1.79;1
1;44;1;9085;1;39;130.0;19;1;4;130.0;1;0;0;1;0;0;22;1;12.8;0;0;6;19;2;11.5;0;12.4;0.5;1.79;1
1;17;1;9254;1;1;115.0;1;19;3;109.4;1;0;0;1;0;0;19;0;12.66;0;0;6;8;5;13.4;0;11.1;0.6;2.02;1
1;1;3;9070;1;1;146.0;34;34;0;143.6;1;0;0;1;0;0;18;0;12.5;0;0;6;6;6;13.0;0;7.6;2.6;0.32;3
1;17;3;9070;1;1;132.0;38;1;5;124.3;0;1;0;1;0;0;18;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;3
1;1;5;9670;1;1;116.0;19;38;9;119.5;1;0;0;0;0;0;18;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;3
1;1;1;171;1;1;163.0;3;4;5;175.6;1;0;0;1;0;0;18;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;1
1;17;2;9147;1;1;122.0;19;19;7;116.1;1;0;0;1;0;1;19;0;11.2;0;0;5;5;3;11.0;0;12.4;0.5;1.79;1
1;17;2;9238;1;1;136.0;1;3;4;126.6;1;0;0;1;0;0;18;0;16.5;0;0;6;7;6;17.42;0;11.1;0.6;2.02;3
1;17;1;9085;1;1;142.0;3;19;5;130.8;1;0;0;1;0;0;18;0;13.66;1;0;5;5;5;12.0;0;12.7;3.7;-1.7;1
1;17;6;9500;1;1;139.0;37;37;6;133.5;1;0;0;1;0;1;18;0;15.22;0;0;8;8;7;15.22;0;12.7;3.7;-1.7;1
1;53;1;9238;1;42;140.0;37;37;10;136.9;1;0;0;1;0;0;21;0;1.277;0;4;9;9;9;1.322;0;8.9;1.4;3.51;1
1;1;1;9500;1;1;165.0;19;37;5;142.3;0;0;0;1;0;1;18;0;14.42;0;0;8;8;7;14.42;0;12.7;3.7;-1.7;1
1;17;3;9670;1;1;122.0;1;38;3;114.3;1;0;0;1;0;0;18;0;13.87;0;0;6;7;6;13.71;0;11.1;0.6;2.02;1
1;1;2;9500;1;1;135.0;19;19;10;122.9;1;0;0;1;0;0;18;0;13.12;0;0;8;13;6;13.19;0;15.5;2.8;-4.06;1
1;17;1;9500;1;1;128.0;19;1;3;117.2;1;0;0;1;0;0;20;0;11.6;0;0;8;10;7;12.41;0;16.2;0.3;-0.92;1
1;17;1;9147;1;1;139.0;1;38;5;152.0;0;0;0;1;0;1;18;0;14.6;0;0;5;8;5;12.0;0;12.7;3.7;-1.7;1
1;1;2;9773;1;1;125.0;19;1;5;122.2;1;0;0;1;0;0;18;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;3
1;18;2;9147;1;1;102.0;37;38;143;101.7;1;0;0;1;0;1;20;0;11.8;0;0;5;6;5;11.6;0;8.9;1.4;3.51;1
1;17;1;9254;1;1;116.0;19;19;8;119.9;1;0;0;1;0;0;20;0;12.33;0;0;6;6;6;12.33;0;12.4;0.5;1.79;1
1;17;1;9147;1;1;138.0;37;1;9;123.7;1;0;1;1;0;1;19;0;11.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;3
1;51;1;9070;1;1;135.0;3;1;5;121.8;0;0;0;1;0;1;19;0;13.18;0;5;11;11;11;12.9;0;11.1;0.6;2.02;1
1;17;4;9670;1;1;110.0;19;37;99;106.1;1;1;1;0;0;1;18;0;11.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;3
1;17;3;9773;1;1;132.0;1;1;9;124.3;1;0;1;1;0;1;19;0;11.83;0;0;6;7;6;12.28;0;15.5;2.8;-4.06;1
1;1;2;9500;1;1;126.0;1;38;7;124.3;1;0;0;1;0;1;20;0;1.298;0;0;8;8;8;1.298;0;9.4;-0.8;-3.12;1
1;44;1;9147;1;39;117.4;19;1;9;117.4;1;0;0;1;0;0;21;0;11.33;0;1;5;6;5;11.2;0;11.1;0.6;2.02;1
1;43;2;9500;1;1;120.0;41;3;2;112.7;0;0;0;1;0;0;21;0;11.68;0;0;8;12;6;11.68;0;10.8;1.4;1.74;1
1;17;1;9070;1;1;116.0;38;38;9;123.7;0;0;0;1;0;0;20;0;14.5;0;0;6;7;6;13.5;0;11.1;0.6;2.02;1
1;18;2;9853;1;1;111.0;38;38;171;105.8;1;0;0;1;0;0;19;0;13.14;0;0;7;8;7;12.85;0;8.9;1.4;3.51;1
1;17;3;9085;1;1;128.0;1;19;90;124.2;0;0;0;0;0;0;21;0;11.5;0;0;5;7;2;10.5;0;7.6;2.6;0.32;3
1;1;1;9085;1;1;123.0;30;19;90;122.3;0;0;0;1;0;0;18;0;14.2;0;0;5;7;5;11.8;0;7.6;2.6;0.32;1
1;1;5;9254;1;1;131.0;19;37;9;123.7;0;0;0;1;0;1;19;0;11.66;0;0;6;7;5;12.2;0;8.9;1.4;3.51;1
1;17;2;9500;1;1;135.0;19;19;4;129.8;1;0;0;1;0;0;18;0;13.17;0;0;8;8;8;14.87;0;13.9;-0.3;0.79;1
1;1;4;9500;1;1;136.0;1;1;9;123.8;1;0;0;1;0;1;19;0;13.31;0;0;8;8;7;13.31;0;12.7;3.7;-1.7;1
1;1;2;9147;1;1;132.0;1;19;3;126.4;1;0;0;1;0;1;18;0;10.6;0;0;5;12;3;10.5;0;13.9;-0.3;0.79;1
1;1;1;9853;1;1;120.0;19;37;7;115.1;0;0;0;1;0;1;18;0;12.0;0;0;6;8;4;10.75;0;15.5;2.8;-4.06;1
1;1;1;9773;1;1;144.0;37;37;8;138.4;0;0;0;1;0;0;18;0;13.42;0;0;6;7;6;14.14;0;13.9;-0.3;0.79;1
1;17;1;9085;1;1;129.0;1;37;9;118.2;1;0;0;1;0;1;18;0;13.25;0;0;5;8;5;15.57;0;10.8;1.4;1.74;1
1;17;1;9070;1;1;136.0;38;19;7;121.7;1;0;0;1;0;0;18;0;13.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;3
1;1;3;9070;1;1;125.0;1;38;7;118.0;0;0;0;1;0;1;18;0;14.33;0;0;6;7;6;14.0;0;11.1;0.6;2.02;1
1;17;1;9238;1;1;125.0;1;38;7;119.8;0;0;0;1;0;0;18;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;3
1;1;1;9238;1;1;154.0;1;3;2;164.9;0;0;0;1;0;0;18;0;14.0;0;0;6;6;6;13.16;0;10.8;1.4;1.74;1
1;42;1;9085;1;1;100.0;1;38;9;100.0;1;0;0;1;0;1;20;0;12.0;0;1;6;11;6;12.83;0;13.9;-0.3;0.79;1
1;1;1;9853;1;1;124.0;3;1;5;121.6;0;0;0;1;0;0;18;0;12.33;0;0;6;10;5;10.6;0;15.5;2.8;-4.06;1
1;17;4;9070;1;1;126.0;1;19;5;120.4;1;0;0;1;0;0;18;0;11.8;0;0;6;7;5;10.4;1;16.2;0.3;-0.92;1
1;18;6;9500;1;1;124.0;37;37;7;117.8;0;0;0;1;0;1;20;0;12.79;1;0;8;8;7;12.79;1;10.8;1.4;1.74;1
4;43;1;9670;1;1;150.0;37;37;6;110.0;0;0;0;1;0;0;40;0;11.62;0;3;7;12;5;11.2;0;9.4;-0.8;-3.12;1
1;1;6;9500;1;1;133.0;38;38;9;128.8;1;0;0;1;0;1;18;0;11.99;0;0;8;11;7;1.243;0;15.5;2.8;-4.06;1
1;1;5;9254;1;1;126.0;19;19;7;116.6;1;0;0;1;0;0;19;0;11.6;0;0;6;12;5;12.2;0;13.9;-0.3;0.79;1
1;7;1;9991;0;40;120.0;1;19;9;120.0;0;0;0;1;0;0;24;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;3
1;1;3;9773;1;1;175.0;3;38;10;157.5;1;0;0;1;0;0;19;0;13.16;0;0;6;7;6;13.16;0;10.8;1.4;1.74;3
1;1;6;9500;1;1;141.0;2;1;4;136.3;1;0;0;1;0;0;19;0;14.1;0;0;8;8;7;14.1;0;10.8;1.4;1.74;1
1;1;1;9500;1;1;133.0;1;19;6;121.5;1;0;0;1;0;1;20;0;12.39;0;0;8;9;7;1.294;0;11.1;0.6;2.02;1
1;1;1;9500;1;1;143.0;38;38;5;133.9;0;0;0;1;0;0;18;0;15.01;0;0;8;8;8;1.1311475409836065;0;12.4;0.5;1.79;1
1;1;1;171;1;1;141.0;1;38;8;136.8;1;0;0;1;0;1;18;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;1
1;17;2;9500;1;1;134.0;19;37;7;133.5;1;0;0;1;0;0;19;0;14.05;0;0;8;8;8;15.1;0;13.9;-0.3;0.79;1
1;17;3;9500;1;1;138.0;3;3;5;130.0;1;0;0;1;0;0;18;0;14.85;0;0;8;8;8;15.2;0;13.9;-0.3;0.79;3
1;44;1;9085;1;39;140.0;3;3;2;140.0;1;0;0;1;0;0;19;0;13.0;0;0;6;19;5;13.0;0;12.4;0.5;1.79;1
1;1;2;9500;1;1;142.0;37;37;7;132.7;1;0;0;1;0;1;19;0;1.2857142857142858;0;0;8;8;8;1.1311475409836065;0;13.9;-0.3;0.79;1
1;1;1;9500;1;1;118.0;19;19;7;117.8;0;0;0;1;0;1;19;0;13.7;0;0;8;9;7;14.67;0;12.4;0.5;1.79;1
1;1;2;9500;1;1;131.0;1;37;4;126.1;1;0;0;1;0;1;19;0;12.49;0;0;8;9;7;12.24;0;11.1;0.6;2.02;3
1;1;1;9500;1;1;130.0;1;38;7;120.0;0;0;0;1;0;0;19;0;14.56;0;0;7;7;6;14.56;0;7.6;2.6;0.32;1
1;39;1;9670;1;12;133.1;1;19;5;100.0;1;0;1;0;0;0;25;0;11.2;0;0;5;5;4;11.25;0;9.4;-0.8;-3.12;3
1;1;1;9500;1;1;130.0;19;19;10;116.8;0;0;0;1;0;0;20;0;12.68;0;0;8;8;7;12.68;0;12.7;3.7;-1.7;1
1;53;1;9238;1;42;130.0;1;19;5;128.3;0;0;1;0;0;0;23;0;13.57;0;4;9;14;4;13.25;0;8.9;1.4;3.51;3
1;1;1;9070;1;1;133.1;19;19;7;117.0;0;0;0;1;0;0;20;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;3
1;39;1;8014;0;1;130.0;37;11;10;131.5;0;0;0;1;0;0;27;0;11.0;0;0;6;7;6;11.16;0;11.1;0.6;2.02;1
1;1;1;9500;1;1;149.0;19;1;4;134.8;0;0;0;1;0;0;18;0;14.44;0;0;8;8;8;14.44;0;9.4;-0.8;-3.12;1
1;1;1;9853;1;1;163.0;19;1;10;146.6;1;0;1;1;0;0;18;0;13.6;0;0;6;10;4;11.75;0;9.4;-0.8;-3.12;1
1;7;1;8014;0;40;130.0;19;1;10;130.0;1;0;1;0;0;0;23;0;14.0;0;4;10;11;8;14.62;0;13.9;-0.3;0.79;3
1;1;6;9500;1;1;145.0;38;37;6;127.5;1;0;0;1;0;1;19;0;13.41;0;0;7;7;6;13.41;0;7.6;2.6;0.32;1
1;1;1;9147;1;1;130.0;37;38;3;123.0;0;0;0;1;0;0;18;0;12.33;2;0;5;7;5;11.4;0;15.5;2.8;-4.06;1
1;43;1;9500;1;1;128.0;1;19;8;100.0;1;0;0;1;0;0;20;0;13.1;0;0;8;8;8;1.1311475409836065;0;13.9;-0.3;0.79;1
1;1;2;9670;1;1;111.0;19;19;9;114.2;1;0;0;1;0;0;18;0;13.2;0;0;6;10;5;12.8;0;12.4;0.5;1.79;1
1;1;1;9500;1;1;140.0;1;1;4;123.5;1;0;0;1;0;1;19;0;14.75;0;0;8;8;8;14.75;0;9.4;-0.8;-3.12;1
1;44;1;9238;1;39;140.0;19;19;8;144.3;1;0;0;1;0;1;19;0;13.14;0;2;6;6;6;14.33;0;12.4;0.5;1.79;1
1;1;1;9853;1;1;145.0;38;37;5;142.2;0;0;0;1;0;0;19;0;12.5;0;0;6;9;5;12.5;0;9.4;-0.8;-3.12;1
1;1;1;9085;1;1;151.0;3;3;90;161.9;0;0;0;1;0;0;18;0;13.75;0;0;5;8;5;14.85;0;7.6;2.6;0.32;1
1;1;1;9238;1;1;132.0;37;37;5;135.9;0;0;0;1;0;0;18;0;12.4;0;0;6;7;6;13.0;0;9.4;-0.8;-3.12;1
1;1;2;9773;1;1;116.0;19;19;7;110.1;1;0;0;1;0;0;18;0;13.33;0;0;6;6;6;12.0;0;11.1;0.6;2.02;1
1;2;1;9853;1;1;120.0;19;38;9;122.5;0;0;0;0;0;0;28;0;11.72;0;8;8;8;8;12.0;0;15.5;2.8;-4.06;3
1;17;1;9254;1;1;158.0;37;37;9;138.1;1;0;0;1;0;0;19;0;12.5;0;0;6;11;1;14.0;0;7.6;2.6;0.32;3
1;43;1;171;1;1;116.0;3;1;3;117.3;1;0;1;1;0;0;20;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;3
1;1;2;9500;1;1;112.0;1;37;9;106.8;1;0;0;1;0;1;19;0;13.53;0;0;8;9;7;13.61;0;12.4;0.5;1.79;1
1;1;1;9070;1;1;126.0;1;19;0;120.1;0;1;0;1;0;1;20;0;13.16;0;0;6;6;6;12.66;0;11.1;0.6;2.02;1
1;1;2;9254;1;1;120.0;19;19;9;116.5;1;0;0;1;0;1;19;0;13.2;0;0;6;8;5;11.0;0;12.4;0.5;1.79;1
1;51;1;9070;1;1;117.0;5;1;10;120.0;1;0;0;1;0;0;21;0;12.2;0;0;6;7;4;12.6;0;8.9;1.4;3.51;1
1;1;1;9853;1;1;153.0;1;19;4;139.7;1;0;0;1;0;1;19;0;13.42;0;0;7;7;7;14.85;0;11.1;0.6;2.02;1
1;1;2;9070;1;1;124.0;19;1;3;123.7;1;0;0;1;0;1;18;0;12.71;1;0;6;8;6;12.62;0;13.9;-0.3;0.79;1
1;17;2;9130;1;1;127.0;3;1;1;116.5;0;0;0;1;0;0;19;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;3
1;17;1;9670;1;1;126.0;12;38;5;122.2;0;0;0;1;0;1;19;0;13.66;0;0;6;9;6;13.66;0;8.9;1.4;3.51;1
1;1;1;9773;1;1;133.1;38;19;103;146.0;0;0;1;1;0;0;20;0;11.0;0;0;6;6;6;13.16;0;16.2;0.3;-0.92;1
